book_title,book_author,book_translator,book_pub_date,book_isbn
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",우정은 ,2018-07-15,9791162240953
컴파일러 구조와 원리,아오키 미네로우 ,이영희 ,2010-09-06,9788979147681
PHP & MySQL 닌자 비법서,"톰 버틀러 Tom Butler , 케빈 양크 Kevin Yank ","김재영 , 정병열 ",2019-02-01,9791162241455
웹 엔지니어가 알아야 할 인프라의 기본,바바 토시아키 ,김병국 ,2015-06-28,9788968482014
공학도라면 반드시 알아야 할 최소한의 수학,John Bird ,이재원 ,2017-09-30,9791156643333
"임베디드 안드로이드 : 안드로이드 포팅, 확장, 커스터마이징하기",카림 야크무르 ,이성주 ,2015-03-09,9788968481772
만들면서 배우는 인터프리터: 컴파일러 이론으로 만드는 나만의 스크립트 언어,하야시 하루히코 ,김성재 ,2012-10-12,9788979149043
러닝 PHP,데이비드 스클라 ,정병열 ,2017-04-01,9788968483486
문과생도 이해하는 전기전자수학,야마시타 아키라 ,"박윤경 , 이현숙 ",2017-07-14,9791156643289
안드로이드 멀티스레딩: 비동기 메커니즘으로 날렵하고 안정적인 앱 만들기,안데르스 예란손 ,한대희 ,2015-02-27,9788968481703
"프로그래밍 면접, 이렇게 준비한다(4판)","존 몽건 , 노아 킨들러 , 에릭 기게리 ",서환수 ,2019-07-04,9791162241998
스콧 켈비의 사진가를 위한 포토샵 CS6,스콧 켈비(Scott Kelby) ,홍성희 ,2013-07-09,9788968480324
스크럼 성공전략 : 성공하는 애자일을 위한 30가지 지름길,일란 골드스타인(Ilan Goldstein) ,박남혜 ,2014-09-02,9788968481239
공학도라면 반드시 알아야 할 최소한의 과학,John Bird ,권기영 ,2018-12-21,9791156644040
어휘력이 교양이다,사이토 다카시 ,장은주 ,2017-04-03,9791157841738
성능을 100% 끌어내는 멀티코어 애플리케이션 프로그래밍,대릴 고브 ,권오인 ,2012-06-28,9788979149289
안드로이드 시큐리티 인터널,니콜라이 옐렌코프 ,강권학 ,2015-06-27,9788968481970
앱 인벤터 2 : 구글과 MIT 앱 인벤터 개발팀이 안내하는 안드로이드 프로그래밍,"David Wolber , Hal Abelson , Ellen Spertus , Liz Looney ","오일석 , 이진선 ",2015-07-20,9791156641865
스콧 켈비의 라이트룸 CC 킬러 팁 북,스콧 켈비(Scott Kelby) ,문보라 ,2016-05-31,9788968482854
잠시 멈춤이 필요한 순간,저우궈핑 ,정세경 ,2017-07-25,9791157841981
천 명의 눈 속에는 천 개의 세상이 있다,가오밍 ,이현아 ,2017-06-30,9791157841936
지적 생활 습관,도야마 시게히코 ,장은주 ,2017-08-10,9791157841998
5초의 법칙,멜 로빈스 ,이지연 ,2017-09-01,9791157842049
하루 3줄 영어 일기,ALC 편집부 ,정은희 ,2017-11-22,9791157842131
더 저널리스트,어니스트 헤밍웨이 ,김영진 ,2017-08-15,9791157842018
HOW TO WALK,틱낫한 ,진우기 ,2018-01-29,9791157842285
화성인도 읽는 우주여행 가이드북,닐 코민스 ,박아람 ,2017-11-16,9791157842162
토킹 투 크레이지,마크 고울스톤 ,이지연 ,2017-05-22,9791157841868
도마뱀을 설득하라,제임스 크리민스 ,정수진 ,2017-11-06,9791157842063
HOW TO EAT,틱낫한 ,진우기 ,2018-01-29,9791157842247
HOW TO LOVE,틱낫한 ,진우기 ,2018-01-29,9791157842254
HOW TO RELAX,틱낫한 ,진우기 ,2018-01-29,9791157842261
돌아온 여행자에게,란바이퉈 ,이현아 ,2018-02-05,9791157842322
파리지엔은 사랑하기를 포기하지 않는다,"플로랑스 베송 , 에바 아모르 , 클레르 스타인렌 ",곽미성 ,2018-02-28,9791157842414
더 저널리스트 02,조지 오웰 ,김영진 ,2018-03-10,9791157842339
스웨덴은 어떻게 원하는 삶을 사는가,라르스 다니엘손 ,박현정 ,2018-03-06,9791157842438
HOW TO 시리즈(세트),틱낫한 ,진우기 ,2018-01-29,9791157842230
반경 5미터의 행복,다카시마 다이 ,전화윤 ,2018-04-06,9791157842551
지금 세계는 무엇을 생각하는가,오카모토 유이치로(岡本裕一朗) ,전경아 ,2018-04-20,9791157842575
당신의 행복이  어떻게 세상을 구하냐고 물으신다면,콜린 베번(Colin Beavan) ,이은선 ,2018-04-03,9791157842520
단어 하나 바꿨을 뿐인데,하마다 이오리 ,정은희 ,2018-05-14,9791157842629
로봇 시대에 불시착한 문과형 인간,다카하시 도루 (岡本裕一朗) ,김은혜 ,2018-06-19,9791157842704
원칙,레이 달리오(Ray Dalio) ,고영태 ,2018-06-05,9791157842636
HOW TO SIT,틱낫한 ,진우기 ,2018-01-29,9791157842278
자포스는 왜 버려진 도시로 갔는가,에이미 그로스(Aimee Groth) ,이정란 ,2018-04-23,9791157842582
아마추어,앤디 메리필드 ,박준형 ,2018-08-30,9791157842834
헬위크,에릭 라르센 ,김정희 ,2017-12-21,9791157842216
이젠 내 시간표대로 살겠습니다,미카엘라 청 ,김정혜 ,2018-08-16,9791157842780
디즈니 유니버시티,더그 립 ,"신제구 , 박세환 ",2014-10-28,9788994120935
우주에도 우리처럼,"아베 유타카 , 아베 아야코 ",정세영 ,2018-08-30,9791157842827
3D 프린팅 넥스트 레볼루션 : 3D 프린터가 가져올 미래,크리스토퍼 바넷 ,"길이훈 , 김상태 ",2014-09-22,9788994120904
하루 한 식물,마키노 도미타로 ,안은미 ,2016-04-11,9791157841240
하버드 30초 통계학,하버드비즈니스리뷰 ,이제용 ,2015-06-04,9791157840144
비즈니스 모델을 훔쳐라,이마에다 마사히로 ,서라미 ,2015-04-07,9791157840106
갈 곳이 없는 남자 시간이 없는 여자,미나시타 기류 ,이서연 ,2016-06-17,9791157841219
업무의 잔기술,야마구치 마유 ,김현화 ,2016-07-19,9791157841332
"문예적인, 너무나 문예적인",아쿠타가와 류노스케 ,정수윤 ,2016-08-20,9791157841400
쓸데없는 걱정 따위,시마자키 칸 ,전선영 ,2016-08-30,9791157841448
어느 날 400억 원의 빚을 진 남자,유자와 쓰요시 ,정세영 ,2016-10-15,9791157841509
미라클 모닝 다이어리,할 엘로드 ,이현주 ,2016-11-16,9791157841554
어느 물리학자의 일상,데라다 도라히코 ,안은미 ,2016-11-20,9791157841578
그래서 나는 억만장자와 결혼했다,오드레 베르농 ,유정애 ,2016-12-15,9791157841615
문과생도 이해하는 확률과 통계,야마모토 토시로 ,박윤경 ,2018-06-29,9791156643975
만만한 통계 : Excel 활용,닐 샐카인드(Neil J. Salkind) ,김재경 ,2018-06-29,9791156643982
미분적분학 바이블,제임스 스튜어트 ,한빛수학교재연구소 ,2018-01-04,9791156643678
미분적분학 에센스,제임스 스튜어트 ,한빛수학교재연구소 ,2018-01-08,9791156643685
"IT CookBook, 익스플로링 아두이노",JEREMY BLUM ,김찬웅 ,2014-05-26,9791156641070
Head First Object-Oriented Analysis & Design : 세상을 설계하는 객체지향 방법론,"브렛 맥래프린 , 게리 폴리스 , 데이비드 웨스트 ","신광연 , 박종걸 ",2007-06-28,9788979144949
"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",첸밍 후(Chenming Calvin Hu) ,"권기영 , 신형철 , 이종호 ",2013-08-13,9788998756390
"IT CookBook, 인공지능 개론",마이클 네그네빗스키 ,김용혁 ,2013-08-13,9788998756451
"IT CookBook, 실무로 완성하는 최신 안테나 공학 : 이론에서 실무까지","Yi Huang , Kevin Boyle ",유태훈 ,2014-07-14,9791156641155
빅데이터의 충격: 거대한 데이터의 파도가 사업 전략을 바꾼다!,시로타 마코토 ,김성재 ,2013-01-26,9788979144338
"IT CookBook, 이동통신 입문 : Mobile Communications",요켄 쉴러(Jochen H. Schiller) ,여운영 ,2008-12-29,9788979146035
"IT CookBook, 현대 전력전자공학: Introduction to Modern Power Electronics",안제이 트지나로브스키 ,"원충연 , 김영렬 , 이택기 , 정용채 ",2011-03-21,9788979148152
"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed","하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ",송경희 ,2009-09-04,9788979146844
Head First Programming : 파이썬으로 처음 배우는 프로그래밍,"폴 배리 , 데이빗 그리피스 ",강권학 ,2011-03-17,9788979148190
Head First Physics : 생생한 게임 개발에 꼭 필요한 물리 이야기,헤더 랭 ,홍형경 ,2010-02-02,9788979147285
페이스북 시대: 소셜 네트워크를 활용한 비즈니스와 마케팅,클라라 샤이(Clara Shih) ,전성민 ,2010-11-23,9788979147902
"IT CookBook, 전자기학 : ELECTROMAGNETICS","Arlon T. Adams , Jay Kyoon Lee(이재균) ","유태훈 , 허노정 ",2013-08-19,9788998756284
"게임 개발자를 위한 물리(개정2판) : 차량, 스포츠, 폭발, 모바일 등 게임 물리의 모든 것","브라이언 비발레츠 , 데이비드 버그 ","Pope Kim , 이정훈 , 문정균 ",2014-12-26,9788968481550
"IT CookBook, 정보보안 이론과 실제",마크 스탬프 ,"안태남 , 손용락 , 이광석 ",2015-09-17,9791156642008
수치해석학 바이블,"Ward Cheney , David Kincaid ","이병준 , 한희재 ",2018-09-28,9791156644019
code.org를 활용한 컴퓨팅 사고력과 코딩 교육,"제인 크라우스 , 키키 프롯츠만 ","김수환 , 김찬웅 , 김해영 ",2017-11-30,9791156643241
비주얼 컴플렉시티,마누엘 리마 ,장형석 ,2016-04-01,9788968482717
전자부품 백과사전 vol.1 : 전력 전원 및 변환,찰스 플랫 ,배지은 ,2014-12-26,9788968481505
스트랭 미분적분학,Gilbert Strang ,한빛수학교재연구소 ,2019-01-02,9791156644378
움직이는 사물의 비밀: DIY를 위한 기계와 메커니즘의 기초,더스틴 로버츠 ,"랜덤웍스 , 윤진서(공역) ",2012-12-23,9788979149869
이것이 경영이다,헨리 민츠버그 ,김진희 ,2019-06-10,9791157843343
웹 데이터 수집의 기술,타쿠로 사사키 ,김경록 ,2017-08-15,9788968489990
마인크래프트 슈퍼 건축 레시피,"히류 , 이마이 산타로 ",곰다비 ,2017-06-05,9788968483325
달인과 함께 하는 마인크래프트 세계 건축 여행 : 아시아와 아프리카,"히류 , 돈보코 , 하야시 ",곰다비 ,2018-05-01,9791162240670
짧은 애니메이션 만들기 with 클립 스튜디오,요시베 나오키(吉邊尚希) ,김재훈 ,2018-04-09,9791162240557
달인과 함께 하는 마인크래프트 세계 건축 여행: 유럽과 아메리카,"히류 , 돈보코 , 하야시 ",곰다비 ,2018-05-01,9791162240663
테크니컬 아티스트를 위한 최고의 교과서 : 내공 있는 CG 아티스트로 이끌어주는 체계적인 입문서,"카츠라 요스케 , 요츠쿠라 타츠오 , 마크 살바티 ",서재우 ,2014-05-16,9788968481017
메이커 운동 선언 : 테크숍 CEO가 말하는 미래를 지배할 혁신의 원칙,마크 해치 ,정향 ,2014-05-20,9788968480980
스트랭 미분방정식과 선형대수학,Gilbert Strang ,한빛수학교재연구소 ,2019-07-09,9791156644422
죽음의 부정,어니스트 베커 ,노승영 ,2019-08-16,9791157843527
기적의 매출을 위한 미라클 모닝,"할 엘로드 , 라이언 스노우 ",김현수 ,2019-06-30,9791157843411
한 단어의 힘,에번 카마이클 ,김고명 ,2019-07-22,9791157843497
자율주행,"안드레아스 헤르만 , 발터 브레너 , 루퍼트 슈타들러 ",장용원 ,2019-08-29,9791157843541
만화로 배우는 의학의 역사,"장 노엘 파비아니 , 필리프 베르코비치 ",김모 ,2019-10-25,9791157843688
조용해도 민감해도 괜찮아,일자 샌드 ,배현 ,2019-09-27,9791157843602
페일링 업 : 나는 매일 내 실패를 허락한다,레슬리 오덤 주니어 ,최다인 ,2019-11-28,9791157843725
손그림 연습장 : 펜 하나면 누구나 그릴 수 있는 쉽고 귀여운 일러스트,사라 알베르토 ,최다인 ,2019-08-01,9791188007356
손뜨개 가방과 모자,Little Lion ,김수연 ,2019-10-01,9791188007370
만화로 배우는 와인의 역사,"브누아 시마 , 다니엘 카사나브 ",이정은 ,2019-11-29,9791157843732
텐서플로 첫걸음,조르디 토레스 ,박해선 ,2016-08-29,9788968484902
아이주도이유식 (개정판),"질 래플리 , 트레이시 머켓 ","정수진 , 이진선 ",2019-11-20,9791188007417
밑바닥부터 시작하는 딥러닝,사이토 고키 ,개앞맵시(이복연) ,2017-01-03,9788968484636
NO BULLSHIT 수학&물리 가이드,Ivan Savov ,권기영 ,2020-01-06,9791156644644
NO BULLSHIT 선형대수학 가이드,Ivan Savov ,"김대정 , 모현선 , 배준우 ",2020-01-06,9791156644729
밑바닥부터 시작하는 딥러닝 2,사이토 고키 ,개앞맵시(이복연) ,2019-05-01,9791162241745
Zero to Maker: 누구나 메이커가 될 수 있다,데이비드 랭 ,장재웅 ,2015-02-27,9788968481710
9가지 사례로 익히는 고급 스파크 분석,"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ","서양주 , 권한철 , 박상은 ",2016-07-01,9788968482892
Make: 센서,"테로 카르비넨 , 키모 카르비넨 , 빌리 발토카리 ","지영민 , 남기혁 ",2015-09-28,9788968482205
일상 무기 제작법 1 : 생활용품으로 전투 무기 만들기,존 오스틴 ,정향 ,2015-10-06,9788968482151
일상 무기 제작법 2 : 생활용품으로 첩보 무기 만들기,존 오스틴 ,정향 ,2015-12-01,9788968482328
일상 무기 제작법 3 : 생활용품으로 중세의 공성 무기 만들기,존 오스틴 ,정향 ,2016-02-19,9788968482472
전자부품 백과사전 vol.2 : 신호 처리,찰스 플랫 ,"배지은 , 이하영 ",2015-12-01,9788968482373
Make: 라즈베리 파이 로봇,볼프람 도낫 ,이하영 ,2015-08-27,9788968482144
프로젝트로 배우는 라즈베리 파이,도날드 노리스 ,임지순 ,2015-04-24,9788968481888
처음 시작하는 드론,"테리 킬비 , 베린다 킬비 ","이하영 , 감수자_김용현 ",2016-10-01,9788968484841
하드웨어 스타트업,"르네 디레스타 , 브레이디 포레스트 , 라이언 빈야드 ",정향 ,2016-10-01,9788968484834
Make: 심플 로봇,케이티 세서리 ,임지순 ,2016-08-01,9788968484971
Maker Pro : 메이커 프로,존 베이첼 ,정향 ,2015-07-28,9788968482038
파이썬을 활용한 금융 분석,이브 힐피시 ,김도형 ,2016-05-18,9788968482779
9가지 사례로 익히는 고급 스파크 분석(2판),"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ","박상은 , 권한철 , 서양주 ",2018-03-05,9791162240526
핸드메이드 일렉트로닉 뮤직,니콜라스 콜린스 ,임지순 ,2016-03-04,9788968482632
전자부품 백과사전 vol.3,"찰스 플랫 , 프레드릭 얀슨 ","배지은 , 이하영 ",2017-05-01,9788968483493
3D 프린팅을 위한 스케치업,리디아 클라인 ,민혜기 ,2017-05-01,9788968483578
메이커 매뉴얼,"안드레아 마이에타 , 파올로 알리베르티 ",남기혁 ,2016-07-01,9788968482885
아이와 함께 할 수 있는 50가지 위험한 실험,"게버 털리 , 줄리 스피글러 ",c: operated ,2013-04-21,9788968480089
Make: 드론,데이비드 맥그리피 ,"임지순 , 감수자_ 팹브로스 제작소 김용현, 정성일 ",2017-08-01,9788968488641
Make: 액션,사이먼 몽크 ,임지순 ,2016-12-06,9788968484674
신경망 첫걸음,타리크 라시드 ,송교석 ,2017-04-03,9788968483509
강화학습 첫걸음,아서 줄리아니 ,송교석 ,2017-12-22,9791162240298
러닝 HTTP/2,"스티븐 루딘 , 하비에르 가르사 ",강재준 ,2018-01-22,9791162240434
최대 성능을 위한 유니티 5 게임 프로그래밍 최적화,크리스 디킨슨 ,"유건곤 , 최종우 ",2017-06-30,9788968488504
테트리스 이펙트,댄 애커먼 ,권혜정 ,2018-01-11,9791162240366
함수형 자바스크립트,루이스 아텐시오 ,이일웅 ,2018-02-01,9791162240427
알쏭달쏭 자바 200제,"시바타 보요 , 유리 가오루 ",김완섭 ,2019-05-30,9791162241936
얼굴 만들기 스티커북 – 동물 왕국,i-Read 출판사 ,편집부 ,2017-10-05,9791162240014
아주 큰 스티커북 - 탈것,Clorophyl Editions 출판사 ,편집부 ,2018-04-26,9791162240625
처음 시작하는 NFC 프로그래밍 : 안드로이드에서 개발하기,"브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2014-12-30,9788968487248
"손에 잡히는 R 프로그래밍 : 주사위, 카드놀이, 슬롯머신을 만들면서 배우는 R 언어",가렛 그롤먼드 ,이준용 ,2015-01-28,9788968481642
JavaScript Promise,azu ,주우영 ,2015-01-28,9788968487293
해커와 화가,폴 그레이엄 ,임백준 ,2014-01-24,9788968480713
함수형 사고,닐 포드 ,김재완 ,2016-06-23,9788968482960
빅데이터 처리를 위한 웹 개발 노하우 MongoDB와 PHP,스티브 프랜시아 ,최병현 ,2013-01-07,9788979149951
"처음 시작하는 NFC 프로그래밍 : 아두이노, 라즈베리 파이에서 개발하기","브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2015-01-12,9788968487255
파이썬을 이용한 AWS 가이드 : 파이썬과 Boto로 클라우드 관리하기,미치 가나트 ,강권학 ,2013-01-31,9788979143683
해커스 : 세상을 바꾼 컴퓨터 천재들 (무삭제판),스티븐 레비 ,"박재호 , 이해영 ",2013-08-19,9788968480454
안전한 API 인증과 권한 부여를 위한 클라이언트 프로그래밍 OAuth 2.0,라이언 보이드 ,이정림 ,2013-01-25,9788979149944
코드의 재사용과 높은 수준의 테스팅을 원한다면 : 함수형 길들이기,조슈아 백필드 ,이일웅 ,2015-03-26,9788968487439
iOS 빌드와 릴리스 - 환경 설정,론 로슈 ,이연진 ,2013-08-22,9788968486401
jQuery Deferreds : 디퍼드 제대로 이해하기,"니콜라스 톨러베이 , 테리 존슨(Terry Jones) ",조건희 ,2014-09-05,9788968487217
자바 8 람다 : 자바 개발자를 위한 함수형 프로그래밍,리처드 워버튼 ,이희정 ,2014-09-30,9788968486739
You Don’t Know JS : 스코프와 클로저,카일 심슨(Kyle Simpson) ,최병현 ,2014-08-29,9788968486333
처음 시작하는 인텔 갈릴레오,매트 리처드슨 ,이호민 ,2014-10-28,9788968481314
회사에서 바로 통하는 돋보이는 기획서,이시오카 히로쿠니 ,전경아 ,2009-01-14,9788996185512
일주일 만에 끝내는 하이버네이트,마드후수단 콘다 ,송기용 ,2014-11-05,9788968487224
AngularJS 활용편 : MVC 패턴을 구현하는 자바스크립트 프레임워크,"브래드 그린 , 샤이엄 세샤드리 ",김지원 ,2013-09-13,9788968486432
게임 매니악스 슈팅 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",손정도 ,2013-10-17,9788968480539
"스프링3 입문 : 스프링3.1 지원, 스트럿츠, 하이버네이트, 마이바티스 연계","하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ",김성재 ,2013-10-10,9788968480515
You Don't Know JS : this와 객체 프로토타입,카일 심슨(Kyle Simpson) ,이일웅 ,2015-08-27,9788968487743
iOS 빌드와 릴리스 - 빌드 자동화와 배포,론 로슈 ,이연진 ,2013-10-02,9788968486463
You Don’t Know JS : 타입과 문법,카일 심슨(Kyle Simpson) ,이일웅 ,2015-05-26,9788968487507
오픈 소스 : 오픈 소스 혁명의 목소리 Vol 2,"에릭 스티븐 레이먼드 , 리처드 스톨먼 , 팀 오라일리 , 리누스 토발즈 ","송창훈 , 이기동 , 이만용 ",2013-09-06,9788968486456
성당과 시장 : 우연한 혁명으로 일어난 리눅스와 오픈소스에 대한 생각,에릭 레이먼드 ,"정직한 , 송창훈 , 윤종민 ",2013-12-30,9788968486562
You Don’t Know JS : 비동기와 성능,카일 심슨(Kyle Simpson) ,이일웅 ,2015-12-18,9788968487941
게임 매니악스 퍼즐 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",김병국 ,2013-12-19,9788968480706
"루아 프로그래밍 가이드 : WOW, 앵그리버드에서 사용한 쉽고 빠른 스크립트 언어",Lua.org ,권상구 ,2013-11-14,9788968486517
게임 매니악스 탄막 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",윤석조 ,2014-02-22,9788968480812
게임 매니악스 액션 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",Wisdom Teeth ,2015-06-28,9788968482069
예제로 쉽게 배우는 스프링 프레임워크 3.0,사카타 코이치 ,황선유 ,2012-02-25,9788979148879
만들면서 배우는 언리얼 게임 프로그래밍 : 횡 스크롤 액션 게임 + 타워 디펜스 TPS 액션 게임,"오사와 료스케 , 이즈카 켄스케 ",윤준 ,2015-04-27,9788968481956
자바 개발자를 위한 함수형 프로그래밍,딘 왐플러 ,임백준 ,2012-09-19,9788979149678
유지보수하기 어렵게 코딩하는 방법: 평생 개발자로 먹고 살 수 있다,로에디 그린 ,우정은 ,2012-07-16,9788979149418
Head First iPhone Development: 사용자 경험 중심의 아이폰 앱 개발 입문서,"댄 필로네 , 트레이시 필로네 ",강권학 ,2010-05-07,9788979147421
임베디드 하드웨어 이해와 설계(개정판),존 캣솔리스 ,홍형경 ,2006-08-28,8979143958
디자인 패턴을 적용한 임베디드 시스템: 당신을 임베디드 전문가로 이끌어줄 꼼꼼한 멘토링,엘레시아 화이트 ,우정은 ,2013-06-22,9788968480195
집단지성 프로그래밍,토비 세가란 ,윤종완 ,2008-04-16,9788979145625
유니티로 게임을 만드는 10가지 방법 : 장르별 게임 알고리즘 가이드,가토 마사키 ,고승희 ,2014-03-17,9788968480874
OpenGL Super Bible(개정6판),"그라함 샐러스 , 리처드 S. 라이트 주니어 , 니콜라스 히멜 ","이중기 , 최지호 ",2015-07-23,9788968482045
초보자를 위한 유니티 5 입문 : 설치에서 3D와 2D 게임까지,"아라카와 다쿠야 , 아사노 유이치 ",윤준 ,2016-01-19,9788968482502
Head First EJB : EJB가 여러분의 머리 속으로,"케이시 시에라 , 버트 베이츠 ",서환수 ,2005-01-15,8979143087
게이미피케이션: 웹과 모바일 앱에 게임 기법 불어넣기,"게이브 지커맨 , 크리스토퍼 커닝햄 ","정진영 , 송준호 , 김지원 ",2012-04-18,9788979149197
Head First iPhone and iPad Development : 사용자 경험 중심의 iOS 앱 개발 입문서 (개정3판),"트레이시 필로네 , 댄 필로네 , 폴 필로네 , 브렛 맥러플린 ",우정은 ,2014-05-28,9788968481055
Objective-C : 맥과 아이폰 애플리케이션 프로그래밍,오기하라 타케시 ,신상재 ,2009-07-16,9788979146837
Xcode로 배우는 코코아 프로그래밍,시바타 후미히코 ,신상재 ,2010-09-14,9788979147575
세가의 신입 사원 교육 과정에서 배우는 게임 프로그래밍의 정석,히라야마 타카시 ,김성훈 ,2012-02-25,9788979148992
한 권으로 끝내는 정규표현식,"잰 고이바에르츠 , 스티븐 리바이선 ",김지원 ,2010-09-17,9788979147742
Head First Ajax : 자꾸 가고 싶은 웹 사이트의 비밀,레베카 리오단 ,"홍승표 , 김은희 ",2009-09-17,9788979146936
대규모 웹 개발 : 배경지식부터 개발기법까지,카일 라우든 ,우정은 ,2011-02-21,9788979148145
헤드 퍼스트 대수학 Head First Algebra,"댄 필로네 , 트레이시 필로네 ","우정은 , 서환수 ",2016-11-01,9788968484773
만들면서 배우는 리스프 프로그래밍: Land of LISP,콘래드 바스키 ,조태훈 ,2011-11-18,9788979148756
Code Simplicity : 소프트웨어 생명 연장을 위한 원칙,맥스 카넷-알렉산더 ,신정안 ,2012-12-03,9788979149913
DirectX 11을 이용한 3D 게임 프로그래밍 입문,프랭크 D. 루나 ,류광 ,2013-10-11,9788968480577
자바스크립트와 SVG로 쉽게 만드는 웹 기반 데이터 비주얼라이제이션 D3,마이크 드워 ,양성일 ,2012-11-16,9788979149777
일관성 있는 웹 서비스 인터페이스 설계를 위한 REST API 디자인 규칙,마크 마세 ,"권원상 , 김관래 ",2012-10-18,9788979149456
Head First Mobile Web: 웹앱으로 진화하는 모바일 웹 개발,"리자 데인저 가드너 , 제이슨 그릭스비 ","이수진 , 이성희 ",2012-09-24,9788979149548
게임 디자인 레벨업 가이드(개정2판) : 유저가 열광하는 위대한 게임을 만드는 기획,스콧 로저스 ,"정하율 , 강권학 , 김경태 , 우정은 ",2015-12-02,9788968482380
OS X 구조를 이해하면서 배우는 Objective-C(3판) : 맥 OS X와 iOS를 위한 오브젝티브-C 가이드,오기하라 타케시 ,서수환 ,2013-07-24,9788968480331
게임을 움직이는 기술과 발상 : 코드 한 줄 없이 익히는 게임 개발 리얼 다큐,도마에 요시키 ,고승희 ,2014-12-26,9788968481543
멀티스레드를 위한 자바스크립트 프로그래밍 웹 워커,아이두 그린 ,김보경 ,2012-11-23,9788979149784
윈도우 런타임을 이용한 실전 앱 개발 Windows 8 앱 개발 가이드,벤 듀이 ,이원영 ,2013-02-27,9788979143706
빅데이터 윤리 : 윤리적인 빅데이터 사용을 위한 정책 가이드,코드 데이비스 ,강석주 ,2013-03-11,9788979143690
프라이버시와 빅데이터 : 빅데이터 시대의 개인정보보호와 사생활,"테렌스 크레이그 , 메리 루들로프 ","이춘식 , 김정환 ",2013-03-11,9788968486036
Ajax 디자인 패턴 for 웹 2.0,마이클 마헤모프(Michael Mahemoff) ,"정석모 , 김지원 ",2007-07-10,9788979144833
웹 사이트 최적화를 위한 밴디트 알고리즘,존 마일즈 화이트 ,김학민 ,2014-05-02,9788968486609
크리스 크로퍼드의 인터랙티브 스토리텔링,크리스 크로퍼드 ,최향숙 ,2015-12-01,9788968482403
반응형 웹 개발을 위한 부트스트랩,제이크 스퍼록 ,송지연 ,2014-05-07,9788968486555
C++ AMP : Visual C++와 GPGPU를 이용한 대규모 병렬 프로그래밍,"케이트 그레고리 , 에이드 밀러 ",강권학 ,2013-07-16,9788968480256
개발 프로세스 향상과 코드의 질을 높이는  Android Developer Tools 필수 가이드(기본편),마이크 울프선 ,이성주 ,2014-05-30,9788968487132
자바 데이터베이스 API를 위한 스프링 데이터 핵심 노트,마드후수단 콘다 ,송지연 ,2013-07-22,9788968486371
AngularJS 기초편 : MVC 패턴을 구현하는 자바스크립트 프레임워크,"브래드 그린 , 샤이엄 세샤드리 ",김지원 ,2013-07-31,9788968486418
드루팔(Drupal) : 프로그래머를 위한 가이드,제니퍼 하지던 ,김지원 ,2013-04-30,9788968486081
개발 프로세스 향상과 코드의 질을 높이는 Android Developer Tools 필수 가이드(심화편),마이크 울프선 ,이성주 ,2014-06-03,9788968487149
빈과 컨테이너 중심으로 빠르게 배우는 스프링 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-10,9788968486104
데이터/수치 분석을 위한 파이썬 라이브러리 SciPy와 NumPy,엘리 브레설트 ,이성주 ,2013-05-29,9788968486135
"BACK TO THE BASIC, C++ 버그 헌팅: 버그를 예방하는 11가지 코딩 습관",블라디미르 쿠스퀴니르 ,정원천 ,2013-05-31,9788968486357
아두이노와 환경모니터링 : 직접 만든 아두이노 기기로 환경 지키기,"패트릭 디 저스토 , 에밀리 거츠 ",이영수 ,2013-06-26,9788968486388
로그를 사랑해 : 데이터 처리/통합/시스템 구축을 위한 로그,제이 크렙스 ,이일웅 ,2015-01-30,9788968487309
EAI 패턴과 메시징 시스템 개발을 위한 스프링 인티그레이션 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-28,9788968486128
R 병렬 프로그래밍 : 빅데이터 분석을 위한 R 멀티코어 병렬 처리,"Q. 에덴 맥컬럼 , 스테판 웨스턴 ",이영수 ,2013-06-28,9788968486364
OpenCV 제대로 배우기,"개리 로스트 브라드스키 , 에이드리안 캘러 ",황선규 ,2009-09-18,9788979146943
처음 시작하는 정규표현식(Regular Expressions) : 언어와 플랫폼을 뛰어넘는 정규표현식을 만나다,마이클 피츠제럴드 ,"이수진 , 이성희 ",2013-04-11,9788968480133
아주 큰 스케치북 : 색칠하기,i-Read 출판사 ,편집부 ,2017-10-10,9791162240106
아주 큰 스케치북 : 그림 그리기,i-Read 출판사 ,편집부 ,2017-10-10,9791162240090
